FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
170424;1100;22,94;;
170424;1200;13,49;;
170424;1300;21,59;;
170424;1400;17,67;;
170424;1500;14,84;;
170424;1600;16,19;;
170424;1700;20,24;;
170424;1800;31,04;;
170424;1900;45,89;;
170424;2000;79,64;;
170424;2100;83,8;;
170424;2200;664,401;;
170424;2300;34,66;;
170425;0;26,76;;
170425;100;26,55;;
170425;200;28,32;;
170425;300;19,31;;
170425;400;16,19;;
170425;500;20,24;;
170425;600;16,19;;
170425;700;21,59;;
170425;800;28,29;;
170425;900;28,34;;
170425;1000;16,19;;
170425;1100;10,79;;
170425;1200;12,17;;
170425;1300;8,09;;
170425;1400;5,481;;
170425;1500;5,391;;
170425;1600;5,391;;
170425;1700;10,79;;
170425;1800;20,24;;
170425;1900;18,89;;
170425;2000;22,89;;
170425;2100;29,7;;
170425;2200;31,1;;
170425;2300;15,9;;
170426;0;13,49;;
170426;100;946,001;;
170426;200;13,74;;
170426;300;8,09;;
170426;400;8,09;;
170426;500;12,13;;
170426;600;12,15;;
170426;700;10,85;;
170426;800;16,09;;
170426;900;17,55;;
170426;1000;13,49;;
170426;1100;6,741;;
170426;1200;6,741;;
170426;1300;5,333;;
170426;1400;6,741;;
170426;1500;6,741;;
170426;1600;8,09;;
170426;1700;13,49;;
170426;1800;29,69;;
170426;1900;24,29;;
170426;2000;29,69;;
170426;2100;24,42;;
170426;2200;14,84;;
170426;2300;16,19;;
170427;0;16,19;;
170427;100;10,79;;
170427;200;12,14;;
170427;300;10,79;;
170427;400;8,09;;
170427;500;12,14;;
170427;600;13,48;;
170427;700;12,29;;
170427;800;17,55;;
170427;900;18,9;;
170427;1000;12,14;;
170427;1100;9,44;;
170427;1200;7,374;;
170427;1300;10,79;;
170427;1400;13,47;;
170427;1500;8,08;;
170427;1600;10,78;;
170427;1700;25,61;;
170427;1800;37,19;;
170427;1900;49,89;;
170427;2000;48,55;;
170427;2100;147;;
170427;2200;121,4;;
170427;2300;109,3;;
170428;0;17,53;;
170428;100;17,35;;
170428;200;12,14;;
170428;300;8,09;;
170428;400;14,83;;
170428;500;12,13;;
170428;600;24,22;;
170428;700;20,6;;
170428;800;24,25;;
170428;900;24,2;;
170428;1000;20,24;;
170428;1100;18,88;;
170428;1200;17,53;;
170428;1300;13,48;;
170428;1400;8,06;;
170428;1500;11,35;;
170428;1600;943,001;;
170428;1700;18,16;;
170428;1800;25,61;;
170428;1900;37,74;;
170428;2000;44,38;;
170428;2100;45,85;;
170428;2200;27,24;;
170428;2300;26,97;;
170429;0;17,12;;
170429;100;22,25;;
170429;200;20,23;;
170429;300;20,23;;
170429;400;22,93;;
170429;500;20,24;;
170429;600;21,58;;
170429;700;20,82;;
170429;800;21,58;;
170429;900;20,24;;
170429;1000;21,58;;
170429;1100;21,58;;
170429;1200;18,88;;
170429;1300;20,22;;
170429;1400;21,56;;
170429;1500;14,18;;
170429;1600;12,12;;
170429;1700;20,21;;
170429;1800;25,6;;
170429;1900;28,52;;
170429;2000;138,9;;
170429;2100;211,8;;
170429;2200;190,2;;
170429;2300;162,2;;
170430;0;143;;
170430;100;143;;
170430;200;74,22;;
170430;300;26,99;;
170430;400;16,19;;
170430;500;18,89;;
170430;600;20,24;;
170430;700;14,84;;
170430;800;14,84;;
170430;900;13,5;;
170430;1000;17,51;;
170430;1100;16,19;;
170430;1200;22,93;;
170430;1300;20,25;;
170430;1400;16,29;;
170430;1500;18,86;;
170430;1600;13,47;;
170430;1700;18,86;;
170430;1800;41,76;;
170430;1900;132,7;;
170430;2000;93;;
170430;2100;62,1;;
170430;2200;99,8;;
170430;2300;39,12;;
170501;0;64,75;;
170501;100;31;;
170501;200;21;;
170501;300;15;;
170501;400;13;;
170501;500;12;;
170501;600;12;;
170501;700;18;;
170501;800;26;;
170501;900;18;;
170501;1000;27;;
170501;1100;28;;
170501;1200;28;;
170501;1300;27;;
170501;1400;22;;
170501;1500;24;;
170501;1600;26;;
170501;1700;34;;
170501;1800;38;;
170501;1900;50;;
170501;2000;43;;
170501;2100;39;;
170501;2200;40;;
170501;2300;43;;
170502;0;34;;
170502;100;31;;
170502;200;40;;
170502;300;34;;
170502;400;23;;
170502;500;26;;
170502;600;26;;
170502;700;28;;
170502;800;35;;
170502;900;46;;
170502;1000;24;;
170502;1100;19;;
170502;1200;13;;
170502;1300;13;;
170502;1400;14;;
170502;1500;9;;
170502;1600;15;;
170502;1700;13;;
170502;1800;13;;
170502;1900;11;;
170502;2000;17;;
170502;2100;10;;
170502;2200;8;;
170502;2300;8;;
170503;0;12;;
170503;100;7;;
170503;200;5;;
170503;300;7;;
170503;400;7;;
170503;500;5;;
170503;600;5;;
170503;700;5;;
170503;800;8;;
170503;900;7;;
170503;1000;12;;
170503;1100;7;;
170503;1200;8;;
170503;1300;9;;
170503;1400;34;;
170503;1500;;;6
170503;1600;;;
170503;1700;;;
170503;1800;23;;
170503;1900;24;;
170503;2000;63;;
170503;2100;124;;
170503;2200;135;;
170503;2300;153;;
170504;0;142;;
170504;100;86;;
170504;200;39;;
170504;300;52;;
170504;400;31;;
170504;500;23;;
170504;600;49;;
170504;700;72;;
170504;800;58;;
170504;900;45;;
170504;1000;39;;
170504;1100;31;;
170504;1200;22;;
170504;1300;16;;
170504;1400;7;;
170504;1500;12;;
170504;1600;11;;
170504;1700;26;;
170504;1800;20;;
170504;1900;23;;
170504;2000;96;;
170504;2100;84;;
170504;2200;54;;
170504;2300;67;;
170505;0;81;;
170505;100;57;;
170505;200;23;;
170505;300;19;;
170505;400;26;;
170505;500;38;;
170505;600;42;;
170505;700;36;;
170505;800;103;;
170505;900;47;;
170505;1000;20;;
170505;1100;19;;
170505;1200;9;;
170505;1300;9;;
170505;1400;9;;
170505;1500;11;;
170505;1600;7;;
170505;1700;24;;
170505;1800;28;;
170505;1900;36;;
170505;2000;97;;
170505;2100;55;;
170505;2200;51;;
170505;2300;45;;
170506;0;47;;
170506;100;42;;
170506;200;31;;
170506;300;22;;
170506;400;9;;
170506;500;11;;
170506;600;11;;
170506;700;11;;
170506;800;18;;
170506;900;18;;
170506;1000;27;;
170506;1100;18;;
170506;1200;18;;
170506;1300;26;;
170506;1400;15;;
170506;1500;16;;
170506;1600;19;;
170506;1700;32;;
170506;1800;52;;
170506;1900;57;;
170506;2000;43;;
170506;2100;66;;
170506;2200;38;;
170506;2300;35;;
170507;0;24;;
170507;100;12;;
170507;200;7;;
170507;300;5;;
170507;400;5;;
170507;500;7;;
170507;600;5;;
170507;700;4;;
170507;800;4;;
170507;900;7;;
170507;1000;7;;
170507;1100;9;;
170507;1200;8;;
170507;1300;8;;
170507;1400;8;;
170507;1500;14;;
170507;1600;19;;
170507;1700;19;;
170507;1800;12;;
170507;1900;12;;
170507;2000;20;;
170507;2100;14;;
170507;2200;12;;
170507;2300;11;;
170508;0;8;;
170508;100;7;;
170508;200;4;;
170508;300;2;;
170508;400;6;;
170508;500;6;;
170508;600;8;;
170508;700;16;;
170508;800;23;;
170508;900;13;;
170508;1000;13;;
170508;1100;7;;
170508;1200;4;;
170508;1300;3;;
170508;1400;4;;
170508;1500;4;;
170508;1600;4;;
170508;1700;8;;
170508;1800;28;;
170508;1900;23;;
170508;2000;16;;
170508;2100;21;;
170508;2200;16;;
170508;2300;28;;
170509;0;7;;
170509;100;8;;
170509;200;7;;
170509;300;7;;
170509;400;7;;
170509;500;7;;
170509;600;18;;
170509;700;19;;
170509;800;47;;
170509;900;18;;
170509;1000;21;;
170509;1100;27;;
170509;1200;;;
170509;1300;8;;
170509;1400;8;;
170509;1500;11;;
170509;1600;16;;
170509;1700;31;;
170509;1800;45;;
170509;1900;66;;
170509;2000;134;;
170509;2100;103;;
170509;2200;68;;
170509;2300;42;;
170510;0;32;;
170510;100;23;;
170510;200;21;;
170510;300;8;;
170510;400;16;;
170510;500;16;;
170510;600;11;;
170510;700;28;;
170510;800;25;;
170510;900;8;;
170510;1000;14;;
170510;1100;18;;
170510;1200;20;;
170510;1300;9;;
170510;1400;23;;
170510;1500;18;;
170510;1600;16;;
170510;1700;32;;
170510;1800;65;;
170510;1900;89;;
170510;2000;135;;
170510;2100;40;;
170510;2200;34;;
170510;2300;22;;
170511;0;16;;
170511;100;14;;
170511;200;9;;
170511;300;11;;
170511;400;9;;
170511;500;7;;
170511;600;9;;
170511;700;9;;
170511;800;14;;
170511;900;26;;
170511;1000;9;;
170511;1100;8;;
170511;1200;18;;
170511;1300;5;;
170511;1400;7;;
170511;1500;3;;
170511;1600;4;;
170511;1700;8;;
170511;1800;9;;
170511;1900;8;;
170511;2000;8;;
170511;2100;9;;
170511;2200;11;;
170511;2300;7;;
170512;0;5;;
170512;100;4;;
170512;200;5;;
170512;300;4;;
170512;400;4;;
170512;500;15;;
170512;600;12;;
170512;700;35;;
170512;800;89;;
170512;900;19;;
170512;1000;12;;
170512;1100;7;;
170512;1200;4;;
170512;1300;2;;
170512;1400;1;;
170512;1500;1;;
170512;1600;1;;
170512;1700;8;;
170512;1800;49;;
170512;1900;43;;
170512;2000;73;;
170512;2100;49;;
170512;2200;107;;
170512;2300;77;;
170513;0;84;;
170513;100;15;;
170513;200;12;;
170513;300;7;;
170513;400;7;;
170513;500;8;;
170513;600;9;;
170513;700;7;;
170513;800;7;;
170513;900;8;;
170513;1000;9;;
170513;1100;5;;
170513;1200;7;;
170513;1300;5;;
170513;1400;5;;
170513;1500;7;;
170513;1600;7;;
170513;1700;7;;
170513;1800;9;;
170513;1900;12;;
170513;2000;11;;
170513;2100;12;;
170513;2200;14;;
170513;2300;9;;
170514;0;11;;
170514;100;7;;
170514;200;3;;
170514;300;4;;
170514;400;8;;
170514;500;8;;
170514;600;5;;
170514;700;3;;
170514;800;5;;
170514;900;9;;
170514;1000;8;;
170514;1100;8;;
170514;1200;7;;
170514;1300;5;;
170514;1400;4;;
170514;1500;3;;
170514;1600;3;;
170514;1700;8;;
170514;1800;26;;
170514;1900;7;;
170514;2000;18;;
170514;2100;20;;
170514;2200;11;;
170514;2300;8;;
170515;0;11;;
170515;100;12;;
170515;200;7;;
170515;300;4;;
170515;400;4;;
170515;500;7;;
170515;600;8;;
170515;700;5;;
170515;800;8;;
170515;900;7;;
170515;1000;9;;
170515;1100;11;;
170515;1200;11;;
170515;1300;9;;
170515;1400;11;;
170515;1500;11;;
170515;1600;8;;
170515;1700;19;;
170515;1800;20;;
170515;1900;12;;
170515;2000;65;;
170515;2100;80;;
170515;2200;55;;
170515;2300;66;;
170516;0;81;;
170516;100;80;;
170516;200;73;;
170516;300;51;;
170516;400;30;;
170516;500;22;;
170516;600;32;;
170516;700;44;;
170516;800;43;;
170516;900;37;;
170516;1000;32;;
170516;1100;39;;
170516;1200;38;;
170516;1300;16;;
170516;1400;18;;
170516;1500;16;;
170516;1600;14;;
170516;1700;40;;
170516;1800;63;;
170516;1900;98;;
170516;2000;62;;
170516;2100;104;;
170516;2200;41;;
170516;2300;28;;
170517;0;26;;
170517;100;36;;
170517;200;26;;
170517;300;24;;
170517;400;19;;
170517;500;12;;
170517;600;16;;
170517;700;27;;
170517;800;31;;
170517;900;34;;
170517;1000;27;;
170517;1100;7;;
170517;1200;9;;
170517;1300;18;;
170517;1400;24;;
170517;1500;32;;
170517;1600;63;;
170517;1700;33;;
170517;1800;34;;
170517;1900;68;;
170517;2000;11;;
170517;2100;11;;
170517;2200;7;;
170517;2300;7;;
170518;0;7;;
170518;100;5;;
170518;200;2;;
170518;300;3;;
170518;400;5;;
170518;500;4;;
170518;600;3;;
170518;700;5;;
170518;800;16;;
170518;900;32;;
170518;1000;11;;
170518;1100;7;;
170518;1200;8;;
170518;1300;12;;
170518;1400;13;;
170518;1500;14;;
170518;1600;11;;
170518;1700;7;;
170518;1800;45;;
170518;1900;100;;
170518;2000;186;;
170518;2100;92;;
170518;2200;57;;
170518;2300;55;;
170519;0;119;;
170519;100;95;;
170519;200;43;;
170519;300;30;;
170519;400;63;;
170519;500;38;;
170519;600;27;;
170519;700;58;;
170519;800;34;;
170519;900;23;;
170519;1000;22;;
170519;1100;22;;
170519;1200;15;;
170519;1300;14;;
170519;1400;11;;
170519;1500;15;;
170519;1600;12;;
170519;1700;23;;
170519;1800;31;;
170519;1900;46;;
170519;2000;49;;
170519;2100;304;;
170519;2200;214;;
170519;2300;118;;
170520;0;118;;
170520;100;28;;
170520;200;12;;
170520;300;9;;
170520;400;16;;
170520;500;12;;
170520;600;9;;
170520;700;14;;
170520;800;15;;
170520;900;16;;
170520;1000;16;;
170520;1100;23;;
170520;1200;20;;
170520;1300;25;;
170520;1400;16;;
170520;1500;18;;
170520;1600;20;;
170520;1700;26;;
170520;1800;36;;
170520;1900;35;;
170520;2000;32;;
170520;2100;147;;
170520;2200;112;;
170520;2300;96;;
170521;0;183;;
170521;100;205;;
170521;200;168;;
170521;300;72;;
170521;400;47;;
170521;500;30;;
170521;600;30;;
170521;700;38;;
170521;800;51;;
170521;900;46;;
170521;1000;23;;
170521;1100;31;;
170521;1200;30;;
170521;1300;27;;
170521;1400;32;;
170521;1500;38;;
170521;1600;39;;
170521;1700;47;;
170521;1800;86;;
170521;1900;32;;
170521;2000;35;;
170521;2100;30;;
170521;2200;24;;
170521;2300;22;;
170522;0;16;;
170522;100;12;;
170522;200;8;;
170522;300;7;;
170522;400;7;;
170522;500;9;;
170522;600;9;;
170522;700;8;;
170522;800;8;;
170522;900;11;;
170522;1000;11;;
170522;1100;11;;
170522;1200;15;;
170522;1300;16;;
170522;1400;9;;
170522;1500;14;;
170522;1600;22;;
170522;1700;24;;
170522;1800;34;;
170522;1900;39;;
170522;2000;54;;
170522;2100;68;;
170522;2200;101;;
170522;2300;79;;
170523;0;88;;
170523;100;69;;
170523;200;100;;
170523;300;83;;
170523;400;62;;
170523;500;32;;
170523;600;22;;
170523;700;18;;
170523;800;16;;
170523;900;18;;
170523;1000;12;;
170523;1100;14;;
170523;1200;18;;
170523;1300;21;;
170523;1400;21;;
170523;1500;34;;
170523;1600;25;;
170523;1700;30;;
170523;1800;35;;
170523;1900;39;;
170523;2000;51;;
170523;2100;88;;
170523;2200;180;;
170523;2300;77;;
170524;0;71;;
170524;100;34;;
170524;200;64;;
170524;300;43;;
170524;400;31;;
170524;500;21;;
170524;600;22;;
170524;700;14;;
170524;800;15;;
170524;900;21;;
170524;1000;24;;
170524;1100;24;;
170524;1200;32;;
170524;1300;35;;
170524;1400;54;;
170524;1500;39;;
170524;1600;53;;
170524;1700;43;;
170524;1800;43;;
170524;1900;40;;
170524;2000;51;;
170524;2100;78;;
170524;2200;49;;
170524;2300;45;;
170525;0;27;;
170525;100;30;;
170525;200;24;;
170525;300;31;;
170525;400;26;;
170525;500;26;;
170525;600;28;;
170525;700;32;;
170525;800;32;;
170525;900;38;;
170525;1000;47;;
170525;1100;69;;
170525;1200;65;;
170525;1300;28;;
170525;1400;15;;
170525;1500;14;;
170525;1600;24;;
170525;1700;49;;
170525;1800;82;;
170525;1900;59;;
170525;2000;73;;
170525;2100;88;;
170525;2200;91;;
170525;2300;68;;
170526;0;62;;
170526;100;55;;
170526;200;52;;
170526;300;44;;
170526;400;37;;
170526;500;35;;
170526;600;35;;
170526;700;35;;
170526;800;39;;
170526;900;36;;
170526;1000;38;;
170526;1100;30;;
170526;1200;34;;
170526;1300;30;;
170526;1400;35;;
170526;1500;39;;
170526;1600;27;;
170526;1700;51;;
170526;1800;65;;
170526;1900;62;;
170526;2000;50;;
170526;2100;54;;
170526;2200;49;;
170526;2300;155;;
170527;0;304;;
170527;100;322;;
170527;200;150;;
170527;300;117;;
170527;400;50;;
170527;500;46;;
170527;600;51;;
170527;700;59;;
170527;800;52;;
170527;900;54;;
170527;1000;34;;
170527;1100;38;;
170527;1200;39;;
170527;1300;43;;
170527;1400;30;;
170527;1500;28;;
170527;1600;32;;
170527;1700;44;;
170527;1800;70;;
170527;1900;88;;
170527;2000;224;;
170527;2100;404;;
170527;2200;250;;
170527;2300;102;;
170528;0;110;;
170528;100;96;;
170528;200;183;;
170528;300;130;;
170528;400;127;;
170528;500;84;;
170528;600;47;;
170528;700;42;;
170528;800;53;;
170528;900;58;;
170528;1000;58;;
170528;1100;47;;
170528;1200;51;;
170528;1300;45;;
170528;1400;41;;
170528;1500;47;;
170528;1600;68;;
170528;1700;61;;
170528;1800;76;;
170528;1900;81;;
170528;2000;80;;
170528;2100;65;;
170528;2200;114;;
170528;2300;69;;
170529;0;78;;
170529;100;69;;
170529;200;58;;
170529;300;50;;
170529;400;43;;
170529;500;49;;
170529;600;59;;
170529;700;53;;
170529;800;47;;
170529;900;45;;
170529;1000;61;;
170529;1100;54;;
170529;1200;53;;
170529;1300;60;;
170529;1400;40;;
170529;1500;39;;
170529;1600;48;;
170529;1700;43;;
170529;1800;42;;
170529;1900;71;;
170529;2000;58;;
170529;2100;60;;
170529;2200;143;;
170529;2300;132;;
170530;0;86;;
170530;100;63;;
170530;200;96;;
170530;300;94;;
170530;400;58;;
170530;500;44;;
170530;600;57;;
170530;700;90;;
170530;800;159;;
170530;900;119;;
170530;1000;103;;
170530;1100;127;;
170530;1200;51;;
170530;1300;27;;
170530;1400;36;;
170530;1500;200;;
170530;1600;168;;
170530;1700;126;;
170530;1800;162;;
170530;1900;188;;
170530;2000;74;;
170530;2100;76;;
170530;2200;145;;
170530;2300;84;;
170531;0;57;;
170531;100;53;;
170531;200;41;;
170531;300;32;;
170531;400;35;;
170531;500;35;;
170531;600;32;;
170531;700;28;;
170531;800;28;;
170531;900;43;;
170531;1000;45;;
170531;1100;53;;
170531;1200;58;;
170531;1300;43;;
170531;1400;;;
170531;1500;;;
170531;1600;;;
170531;1700;47;;
170531;1800;59;;
170531;1900;71;;
170531;2000;324;;
170531;2100;272;;
170531;2200;149;;
170531;2300;97;;
170601;0;165;;
170601;100;280;;
170601;200;137;;
170601;300;118;;
170601;400;134;;
170601;500;91;;
170601;600;95;;
170601;700;120;;
170601;800;75;;
170601;900;61;;
170601;1000;43;;
170601;1100;55;;
170601;1200;53;;
170601;1300;32;;
170601;1400;39;;
170601;1500;38;;
170601;1600;32;;
170601;1700;27;;
170601;1800;31;;
170601;1900;27;;
170601;2000;42;;
170601;2100;66;;
170601;2200;75;;
170601;2300;85;;
170602;0;74;;
170602;100;57;;
170602;200;;;
170602;300;;;
170602;400;;;
170602;500;31;;
170602;600;24;;
170602;700;26;;
170602;800;26;;
170602;900;51;;
170602;1000;37;;
170602;1100;38;;
170602;1200;30;;
170602;1300;25;;
170602;1400;25;;
170602;1500;22;;
170602;1600;26;;
170602;1700;30;;
170602;1800;84;;
170602;1900;55;;
170602;2000;81;;
170602;2100;120;;
170602;2200;162;;
170602;2300;110;;
170603;0;154;;
170603;100;154;;
170603;200;74;;
170603;300;49;;
170603;400;54;;
170603;500;57;;
170603;600;38;;
170603;700;50;;
170603;800;84;;
170603;900;54;;
170603;1000;80;;
170603;1100;65;;
170603;1200;9;;
170603;1300;8;;
170603;1400;7;;
170603;1500;5;;
170603;1600;9;;
170603;1700;46;;
170603;1800;97;;
170603;1900;34;;
170603;2000;54;;
170603;2100;82;;
170603;2200;72;;
170603;2300;87;;
170604;0;122;;
170604;100;116;;
170604;200;177;;
170604;300;155;;
170604;400;46;;
170604;500;27;;
170604;600;73;;
170604;700;55;;
170604;800;;;
170604;900;;;
170604;1000;81;;
170604;1100;22;;
170604;1200;11;;
170604;1300;12;;
170604;1400;7;;
170604;1500;11;;
170604;1600;9;;
170604;1700;19;;
170604;1800;32;;
170604;1900;20;;
170604;2000;19;;
170604;2100;16;;
170604;2200;14;;
170604;2300;9;;
170605;0;12;;
170605;100;9;;
170605;200;11;;
170605;300;14;;
170605;400;13;;
170605;500;11;;
170605;600;11;;
170605;700;11;;
170605;800;12;;
170605;900;14;;
170605;1000;20;;
170605;1100;16;;
170605;1200;14;;
170605;1300;12;;
170605;1400;19;;
170605;1500;8;;
170605;1600;14;;
170605;1700;25;;
170605;1800;53;;
170605;1900;65;;
170605;2000;47;;
170605;2100;195;;
170605;2200;316;;
170605;2300;282;;
170606;0;262;;
170606;100;223;;
170606;200;151;;
170606;300;34;;
170606;400;61;;
170606;500;58;;
170606;600;30;;
170606;700;16;;
170606;800;18;;
170606;900;23;;
170606;1000;27;;
170606;1100;33;;
170606;1200;30;;
170606;1300;24;;
170606;1400;12;;
170606;1500;14;;
170606;1600;24;;
170606;1700;41;;
170606;1800;61;;
170606;1900;50;;
170606;2000;164;;
170606;2100;134;;
170606;2200;97;;
170606;2300;180;;
170607;0;164;;
170607;100;154;;
170607;200;157;;
170607;300;161;;
170607;400;123;;
170607;500;51;;
170607;600;41;;
170607;700;38;;
170607;800;55;;
170607;900;74;;
170607;1000;56;;
170607;1100;45;;
170607;1200;38;;
170607;1300;45;;
170607;1400;;;49
170607;1500;;;
170607;1600;26;;
170607;1700;42;;
170607;1800;64;;
170607;1900;58;;
170607;2000;32;;
170607;2100;22;;
170607;2200;39;;
170607;2300;28;;
170608;0;28;;
170608;100;28;;
170608;200;54;;
170608;300;37;;
170608;400;39;;
170608;500;50;;
170608;600;45;;
170608;700;72;;
170608;800;81;;
170608;900;35;;
170608;1000;35;;
170608;1100;30;;
170608;1200;44;;
170608;1300;19;;
170608;1400;11;;
170608;1500;11;;
170608;1600;18;;
170608;1700;31;;
170608;1800;49;;
170608;1900;45;;
170608;2000;30;;
170608;2100;40;;
170608;2200;28;;
170608;2300;23;;
170609;0;25;;
170609;100;19;;
170609;200;18;;
170609;300;20;;
170609;400;20;;
170609;500;24;;
170609;600;16;;
170609;700;16;;
170609;800;16;;
170609;900;23;;
170609;1000;24;;
170609;1100;28;;
170609;1200;30;;
170609;1300;23;;
170609;1400;11;;
170609;1500;11;;
170609;1600;19;;
170609;1700;39;;
170609;1800;72;;
170609;1900;238;;
170609;2000;284;;
170609;2100;345;;
170609;2200;295;;
170609;2300;54;;
170610;0;60;;
170610;100;28;;
170610;200;18;;
170610;300;16;;
170610;400;19;;
170610;500;9;;
170610;600;8;;
170610;700;12;;
170610;800;10;;
170610;900;15;;
170610;1000;20;;
170610;1100;8;;
170610;1200;9;;
170610;1300;8;;
170610;1400;16;;
170610;1500;9;;
170610;1600;15;;
170610;1700;38;;
170610;1800;163;;
170610;1900;114;;
170610;2000;115;;
170610;2100;96;;
170610;2200;200;;
170610;2300;193;;
170611;0;26;;
170611;100;16;;
170611;200;14;;
170611;300;13;;
170611;400;9;;
170611;500;8;;
170611;600;7;;
170611;700;9;;
170611;800;7;;
170611;900;5;;
170611;1000;8;;
170611;1100;10;;
170611;1200;9;;
170611;1300;15;;
170611;1400;9;;
170611;1500;11;;
170611;1600;9;;
170611;1700;15;;
170611;1800;40;;
170611;1900;160;;
170611;2000;59;;
170611;2100;49;;
170611;2200;47;;
170611;2300;61;;
170612;0;46;;
170612;100;38;;
170612;200;31;;
170612;300;34;;
170612;400;28;;
170612;500;19;;
170612;600;27;;
170612;700;41;;
170612;800;12;;
170612;900;30;;
170612;1000;35;;
170612;1100;32;;
170612;1200;30;;
170612;1300;31;;
170612;1400;37;;
170612;1500;38;;
170612;1600;44;;
170612;1700;58;;
170612;1800;96;;
170612;1900;88;;
170612;2000;49;;
170612;2100;49;;
170612;2200;49;;
170612;2300;57;;
170613;0;34;;
170613;100;35;;
170613;200;34;;
170613;300;38;;
170613;400;37;;
170613;500;31;;
170613;600;38;;
170613;700;45;;
170613;800;31;;
170613;900;53;;
170613;1000;69;;
170613;1100;85;;
170613;1200;70;;
170613;1300;76;;
170613;1400;50;;
170613;1500;45;;
170613;1600;51;;
170613;1700;104;;
170613;1800;137;;
170613;1900;107;;
170613;2000;197;;
170613;2100;185;;
170613;2200;178;;
170613;2300;129;;
170614;0;142;;
170614;100;51;;
170614;200;39;;
170614;300;69;;
170614;400;28;;
170614;500;22;;
170614;600;34;;
170614;700;64;;
170614;800;83;;
170614;900;51;;
170614;1000;51;;
170614;1100;57;;
170614;1200;43;;
170614;1300;30;;
170614;1400;32;;
170614;1500;32;;
170614;1600;36;;
170614;1700;80;;
170614;1800;123;;
170614;1900;96;;
170614;2000;70;;
170614;2100;85;;
170614;2200;84;;
170614;2300;50;;
170615;0;43;;
170615;100;24;;
170615;200;32;;
170615;300;22;;
170615;400;13;;
170615;500;15;;
170615;600;35;;
170615;700;37;;
170615;800;97;;
170615;900;42;;
170615;1000;28;;
170615;1100;20;;
170615;1200;14;;
170615;1300;7;;
170615;1400;7;;
170615;1500;8;;
170615;1600;16;;
170615;1700;15;;
170615;1800;35;;
170615;1900;41;;
170615;2000;26;;
170615;2100;11;;
170615;2200;8;;
170615;2300;12;;
170616;0;11;;
170616;100;11;;
170616;200;8;;
170616;300;6;;
170616;400;4;;
170616;500;7;;
170616;600;7;;
170616;700;5;;
170616;800;9;;
170616;900;8;;
170616;1000;8;;
170616;1100;12;;
170616;1200;8;;
170616;1300;9;;
170616;1400;14;;
170616;1500;3;;
170616;1600;9;;
170616;1700;8;;
170616;1800;;;
170616;1900;;;
170616;2000;;;
170616;2100;;;
170616;2200;12;;
170616;2300;11;;
170617;0;9;;
170617;100;7;;
170617;200;3;;
170617;300;7;;
170617;400;8;;
170617;500;5;;
170617;600;11;;
170617;700;11;;
170617;800;18;;
170617;900;15;;
170617;1000;9;;
170617;1100;9;;
170617;1200;9;;
170617;1300;7;;
170617;1400;7;;
170617;1500;9;;
170617;1600;6;;
170617;1700;20;;
170617;1800;7;;
170617;1900;19;;
170617;2000;42;;
170617;2100;57;;
170617;2200;35;;
170617;2300;42;;
170618;0;39;;
170618;100;113;;
170618;200;74;;
170618;300;9;;
170618;400;7;;
170618;500;9;;
170618;600;12;;
170618;700;12;;
170618;800;14;;
170618;900;14;;
170618;1000;18;;
170618;1100;12;;
170618;1200;14;;
170618;1300;11;;
170618;1400;7;;
170618;1500;5;;
170618;1600;7;;
170618;1700;14;;
170618;1800;20;;
170618;1900;24;;
170618;2000;24;;
170618;2100;32;;
170618;2200;27;;
170618;2300;20;;
170619;0;12;;
170619;100;9;;
170619;200;11;;
170619;300;12;;
170619;400;11;;
170619;500;8;;
170619;600;8;;
170619;700;14;;
170619;800;12;;
170619;900;16;;
170619;1000;33;;
170619;1100;30;;
170619;1200;49;;
170619;1300;35;;
170619;1400;45;;
170619;1500;38;;
170619;1600;54;;
170619;1700;93;;
170619;1800;93;;
170619;1900;78;;
170619;2000;76;;
170619;2100;86;;
170619;2200;43;;
170619;2300;41;;
170620;0;80;;
170620;100;66;;
170620;200;54;;
170620;300;54;;
170620;400;58;;
170620;500;73;;
170620;600;64;;
170620;700;84;;
170620;800;54;;
170620;900;56;;
170620;1000;57;;
170620;1100;74;;
170620;1200;80;;
170620;1300;55;;
170620;1400;68;;
170620;1500;88;;
170620;1600;88;;
170620;1700;115;;
170620;1800;133;;
170620;1900;103;;
170620;2000;96;;
170620;2100;172;;
170620;2200;88;;
170620;2300;153;;
170621;0;68;;
170621;100;53;;
170621;200;28;;
170621;300;27;;
170621;400;27;;
170621;500;23;;
170621;600;18;;
170621;700;28;;
170621;800;32;;
170621;900;40;;
170621;1000;27;;
170621;1100;23;;
170621;1200;22;;
170621;1300;23;;
170621;1400;24;;
170621;1500;31;;
170621;1600;40;;
170621;1700;19;;
170621;1800;19;;
170621;1900;16;;
170621;2000;16;;
170621;2100;12;;
170621;2200;18;;
170621;2300;24;;
170622;0;9;;
170622;100;12;;
170622;200;8;;
170622;300;5;;
170622;400;4;;
170622;500;3;;
170622;600;6;;
170622;700;7;;
170622;800;9;;
170622;900;9;;
170622;1000;9;;
170622;1100;22;;
170622;1200;14;;
170622;1300;16;;
170622;1400;26;;
170622;1500;19;;
170622;1600;27;;
170622;1700;16;;
170622;1800;27;;
170622;1900;42;;
